Location/Emplacement,Province/ Province,Collection Start/Début du prélèvement (UTC),Collection Time/Durée d'échantillonnage (s),AirVolume/Volume d'air (m3),7Be Activity/7Be Activité (mBq/m3),7Be Uncertainty/7Be Incertitude (mBq/m3),7Be MDC/7Be CMD (mBq/m3),210Pb Activity/210Pb Activité (mBq/m3),210Pb Uncertainty/210Pb Incertitude (mBq/m3),210Pb MDC/210Pb CMD (mBq/m3),134Cs Activity/134Cs Activité (mBq/m3),134Cs Uncertainty/134Cs Incertitude (mBq/m3),134Cs MDC/134Cs CMD (mBq/m3),137Cs Activity/137Cs Activité (mBq/m3),137Cs Uncertainty/137Cs Incertitude (mBq/m3),137Cs MDC/137Cs CMD (mBq/m3),131I Activity/131I Activité (mBq/m3),131I Uncertainty/131I Incertitude (mBq/m3),131I MDC/131I CMD (mBq/m3),Comments,
Alert,NU,2012-04-09,604200,1867,3.45355885,0.223727375,0.727650032,0.526775288,0.041913493,0.150660539,,,0.026202939,,,0.013289625,,,7117.129026,,
Alert,NU,2012-04-16,604140,1967,2.986952743,0.256578839,0.663059324,0.529138181,0.039455121,0.137861469,,,0.025363196,,,0.012484719,,,3807.401688,,
Alert,NU,2012-04-23,617400,2043,3.030935774,0.181377696,0.548523609,0.664702331,0.044540673,0.135049012,,,0.023747357,,,0.012910008,,,2058.621603,,
Alert,NU,2012-04-30,598080,1950,4.614566423,0.216185463,0.535096535,0.473838367,0.038791525,0.142099533,,,0.026329492,,,0.012241252,,,1216.981199,,
Alert,NU,2012-05-07,601860,2017,3.763807328,0.182928498,0.473478085,0.401349891,0.034324218,0.134823201,,,0.023987753,,,0.012752511,,,659.4674844,,
Alert,NU,2012-05-14,616920,2103,2.361017959,0.136736833,0.423810253,0.231821632,0.026089742,0.128385839,,,0.021443334,,,0.013234652,,,376.9716177,,
Alert,NU,2012-05-21,593520,1981,1.879370429,0.119495867,0.416091863,0.261758918,0.029043326,0.134192793,,,0.025051123,,,0.013350754,,,228.2032189,,
Alert,NU,2012-05-28,604980,1962,1.139094619,0.097726913,0.380060284,0.108059173,0.023855328,0.138774849,,,0.024810658,,,0.01346873,,,135.0494811,,
Alert,NU,2012-06-04,598860,1920,0.73198755,0.090827529,0.375272923,0.100973913,0.023069003,0.138506793,,,0.027132799,,,0.013546305,,,78.1341086,,
Alert,NU,2012-06-11,605520,1867,2.374617549,0.122957147,0.349125357,0.193587069,0.026691009,0.146278959,,,0.026723368,,,0.014426658,,,45.91268056,,
Alert,NU,2012-06-18,603720,1852,0.312187441,0.068796002,0.322162761,,,0.147543058,,,0.025370135,,,0.0131925,,,26.67005533,,
Alert,NU,2012-06-25,610680,1967,1.566114309,0.089783014,0.268201562,0.120347712,0.02336699,0.136294837,,,0.02402689,,,0.013218597,,,13.9874243,,
Alert,NU,2012-07-02,597180,1940,0.7466821,0.122001808,0.495818416,,,0.137981433,,,,,,,,,,,
Alert,NU,2012-07-09,607380,1901,1.257811281,0.117775737,0.481182519,,,0.145677169,,,,,,,,,,,
Alert,NU,2012-07-16,600480,1816,2.065851358,0.134054284,0.446293145,0.132673024,0.024708445,0.142796495,,,,,,,,,,,
Alert,NU,2012-07-23,603780,1826,0.509234365,0.09018511,0.404685609,,,0.146215403,,,,,,,,,,,
Alert,NU,2012-07-30,618600,1947,2.090050834,0.115338808,0.352143354,0.135443494,0.023237782,0.133125542,,,,,,,,,,,
Alert,NU,2012-08-06,607740,1858,0.607078991,0.080942447,0.341368575,,,0.14270277,,,0.02444369,,,0.013590153,,,56.44167588,,
Alert,NU,2012-08-13,589140,1831,0.991369252,0.083281416,0.312413944,,,0.146244286,,,,,,,,,,,
Alert,NU,2012-08-20,603960,1910,1.074795601,0.076809472,0.277546349,,,0.147089535,,,,,,,,,,,
Alert,NU,2012-08-27,624900,2000,1.131113293,0.074292606,0.247802804,,,0.135184271,,,0.022126271,,,0.01222412,,,9.116591306,,
Alert,NU,2012-09-03,588360,1887,0.634878309,0.063258641,0.23677851,,,0.145110415,,,0.024836081,,,0.012881376,,,6.137910821,,
Alert,NU,2012-09-10,600600,1921,0.68581189,0.055421876,0.217792172,,,0.143415131,,,0.02124478,,,0.013622305,,,3.23902188,,
Alert,NU,2012-09-17,606180,2022,1.16798218,0.06508033,0.187855861,0.143301018,0.022763098,0.127579179,,,0.022739942,,,0.012301314,,,1.76293029,,
Alert,NU,2012-09-24,599400,1820,1.408928394,0.202152394,0.78793587,0.17968987,0.019945004,0.096264383,,,,,,,,,,,
Alert,NU,2012-10-01,602160,2038,2.111068408,0.19293561,0.657565358,0.190950754,0.02011671,0.085263411,,,,,,,,,,,
Alert,NU,2012-10-08,605340,2020,3.771737928,0.236081425,0.62037753,0.514126135,0.033532011,0.087089199,,,,,,,,,,,
Alert,NU,2012-10-15,610980,2123,3.155654747,0.203225701,0.562165891,0.466087768,0.031121833,0.082387825,,,,,,,,,,,
Alert,NU,2012-10-22,599100,1946,1.785946386,0.161996187,0.527849751,0.232203306,0.022211425,0.090127415,,,,,,,,,,,
Alert,NU,2012-10-29,606360,2181,,,0.598624578,0.142163145,0.016444517,0.078579022,,,0.016426617,,,0.011598481,,,897.4313228,,
Alert,NU,2012-11-05,603900,2002,1.103430414,0.123433693,0.429890978,0.156083597,0.017895039,0.087518923,,,,,,,,,,,
Alert,NU,2012-11-12,604140,2135,1.12080316,0.111057771,0.400833016,0.194541287,0.018857888,0.078831782,,,0.015874597,,,0.012017729,,,367.2082238,,
Alert,NU,2012-11-19,604860,2235,2.688841657,0.149401806,0.340927769,0.841168491,0.043447342,0.074953004,,,,,,,,,,,
Alert,NU,2012-11-26,603300,2176,2.656372953,0.149281172,0.32336097,0.311598855,0.024652331,0.079626912,,,,,,,,,,,
Alert,NU,2012-12-03,615060,2191,1.74196398,0.110653453,0.290863431,0.515924447,0.032660276,0.079127906,,,0.013753937,,,0.011208519,,,60.62993475,,
Alert,NU,2012-12-10,593820,2087,2.348366276,0.130030313,0.287850251,0.323789454,0.025887298,0.084096641,,,,,,,,,,,
Alert,NU,2013-01-07,581160,2075,2.582228673,0.206609928,0.660101262,0.559989588,0.034649181,0.081689439,,,0.017204229,,,0.011201269,,,10092.34315,,
Alert,NU,2013-01-14,605460,2131,2.356562593,0.184804934,0.592806697,0.805118205,0.042936922,0.08353904,,,0.016774234,,,0.010967831,,,5485.314461,,
Alert,NU,2013-01-21,607260,2102,1.880557813,0.16276451,0.543798216,1.774021169,0.07544025,0.090087111,,,0.015439919,,,0.013242408,,,3409.271281,,
Alert,NU,2013-01-28,603300,2192,2.845833132,0.177888843,0.477499754,0.874509432,0.045059832,0.084371729,,,0.01633524,,,0.012507202,,,1774.269024,,
Alert,NU,2013-02-04,604920,2112,2.066923551,0.155940633,0.452729598,1.039183916,0.050965324,0.084921769,,,0.015998734,,,0.011569705,,,1116.369435,,
Alert,NU,2013-02-11,603720,2146,2.267878622,0.145497243,0.407492885,0.397813179,0.028245219,0.078026373,,,0.014296437,,,0.011804442,,,625.1499731,,
Alert,NU,2013-02-18,606000,2318,3.481628833,0.18202128,0.356846637,0.891277313,0.04434179,0.075787888,,,0.01500247,,,0.010978708,,,289.0698629,,
Alert,NU,2013-02-25,611880,2099,3.172094125,0.173154777,0.35285653,1.101787767,0.053128434,0.08687096,,,0.015328621,,,0.011133372,,,188.8877733,,
Alert,NU,2013-03-04,589680,2191,4.61540656,0.203403205,0.31422748,0.393175636,0.027658556,0.079777424,,,0.014521794,,,0.011422164,,,118.2483676,,
Alert,NU,2013-03-11,603900,2144,2.867888041,0.150486701,0.302540944,0.375657989,0.027444674,0.081022368,,,0.014339304,,,0.011338436,,,63.8691239,,
Alert,NU,2013-03-18,606660,2110,3.160126431,0.157175002,0.279336514,0.40110728,0.028667683,0.082357469,,,0.016273167,,,0.01118195,,,36.26087653,,
Alert,NU,2013-03-25,607380,2154,3.813879399,0.168051052,0.257428128,0.586748854,0.035027228,0.08110625,,,0.014836583,,,0.011904568,,,19.04907722,,
Alert,NU,2013-04-01,601440,2129,3.932346109,0.166342579,0.234445708,0.606556598,0.036289012,0.083864088,,,0.016698513,,,0.012169029,,,12.59275738,,
Alert,NU,2013-04-08,607500,1954,4.424750192,0.18008844,0.23659655,0.553092731,0.035397114,0.091233929,,,0.016189374,,,0.01152289,,,7.975132183,,
Alert,NU,2013-04-15,600360,1948,3.362317862,0.145972695,0.218438716,0.678223679,0.039901401,0.091711237,,,0.017729193,,,0.011626019,,,4.201980665,,
Alert,NU,2013-04-22,612360,1994,3.003521034,0.130397138,0.191717678,0.698701575,0.040714238,0.09138438,,,0.01680779,,,0.013196228,,,2.370812368,,
Alert,NU,2013-04-29,598620,1959,3.308951137,0.136230075,0.183226621,0.579214349,0.036400647,0.091059748,,,0.018113222,,,0.013308481,,,1.541589389,,
Alert,NU,2013-05-06,599160,2070,1.819106131,0.088923137,0.237865803,0.344139995,0.032305314,0.141269722,,,0.024060858,,,0.012879572,,,6.114044032,,
Alert,NU,2013-05-13,609960,2121,1.729366905,0.089266709,0.182542413,0.335364171,0.02547726,0.068044507,,,0.012664706,,,0.015319185,,,2.7424064,,
Alert,NU,2013-05-20,602580,1919,1.86227118,0.092318347,0.181704596,0.259767727,0.024668317,0.075614569,,,0.016904351,,,0.014455886,,,1.636669852,,
Alert,NU,2013-05-27,611820,1960,1.752730461,0.088152901,0.170728788,0.181391863,0.019077991,0.090569474,,,0.015198054,,,0.013906959,,,0.946542641,,
Alert,NU,2013-06-03,602880,1826,0.988654286,0.177903515,0.634945346,0.130254918,0.018457725,0.096181322,,,0.018196439,,,0.014961832,,,3499.262486,,
Alert,NU,2013-06-10,592320,1909,0.440092117,0.133535569,0.555046738,,,0.109905524,,,0.020704488,,,0.015097153,,,2001.592769,,
Alert,NU,2013-06-17,612120,1848,0.607063573,0.109263264,0.572623608,,,0.107821292,,,0.019572975,,,0.014464256,,,1185.089337,,
Alert,NU,2013-06-24,683700,2209,0.488785893,0.09132068,0.402943706,0.062815862,0.014034907,0.081188483,,,0.016688063,,,0.011118701,,,472.1483323,,
Alert,NU,2013-07-02,516660,1664,0.354925002,0.091554268,0.477680989,,,0.111452376,,,0.020870135,,,0.01470443,,,405.2857902,,
Alert,NU,2013-07-08,604260,2078,0.41627733,0.071355538,0.362505737,,,0.094105966,,,0.015616435,,,0.012658732,,,183.2975529,,
Alert,NU,2013-07-15,605100,1904,1.05218914,0.10924621,0.355648059,0.096014764,0.016403365,0.089071944,,,0.018792556,,,0.015158297,,,123.274884,,
Alert,NU,2013-07-22,602880,1916,0.774060298,0.086739239,0.328650088,,,0.103962823,,,0.017676584,,,0.012476948,,,61.28920635,,
Alert,NU,2013-07-29,690960,2185,0.509990978,0.071500452,0.25124245,,,0.091935674,,,0.014313365,,,0.012072135,,,32.28551517,,
Alert,NU,2013-08-06,517320,1664,0.711720425,0.087092462,0.31159381,,,0.115800929,,,0.018469218,,,0.015298364,,,22.47477297,,
Alert,NU,2013-08-12,559200,1838,,,0.330518943,,,0.100626214,,,0.017997258,,,0.013133148,,,12.17419859,,
Alert,NU,2013-08-19,243000,792,1.169552352,0.161129982,0.607836972,0.188843142,0.039145741,0.218793904,,,0.036076762,,,0.031063198,,,19.15026476,,
Alert,NU,2013-08-26,696360,2264,,,0.350067284,0.069334276,0.013837772,0.078720111,,,0.013854012,,,0.010977531,,,3.05805717,,
Alert,NU,2013-09-03,514260,1626,0.48854279,0.053985109,0.238609762,,,0.128809849,,,0.021769744,,,0.017750058,,,2.603579478,,
Alert,NU,2013-09-09,604980,1878,1.058682339,0.065821654,0.191330066,0.082864548,0.016440769,0.092513456,,,0.017783556,,,0.013271953,,,1.319532307,,
Alert,NU,2013-09-16,614640,2050,0.731028312,0.049060358,0.16391192,,,0.100715186,,,0.014679893,,,0.013272569,,,0.7116139,,
Alert,NU,2013-09-23,603480,2051,3.036034,0.292365412,0.959693,0.175452,0.018691328,0.0873,,,0.01621018,,,0.013723412,,,104972.0549,,
Alert,NU,2013-09-30,608640,2079,1.454844,0.219881201,0.865642,,,0.119622,,,0.016992751,,,0.012357446,,,58334.50869,,
Alert,NU,2013-10-07,514380,1755,1.333152,0.23663056,0.976627,0.210274,0.021834395,0.100089,,,0.020449505,,,0.015233139,,,43608.21002,,
Alert,NU,2013-10-13,688920,2402,1.6254,0.189595536,0.642065,0.17733,0.017540286,0.0755,,,0.01614702,,,0.010950171,,,19568.14032,,
Alert,NU,2013-10-21,598680,1996,0.659221,0.156086682,0.708422,0.227784,0.023138197,0.0905,,,0.016499943,,,0.014389513,,,11614.80855,,
Alert,NU,2013-10-28,604440,2148,2.070649,0.17749249,0.601284,0.495904,0.0321072,0.0824,,,0.017211755,,,0.011667636,,,6293.12734,,
Alert,NU,2013-11-04,786840,2508,2.165916,0.158405463,0.455401,0.439979,0.02852703,0.0733,,,0.013333529,,,0.009001856,,,2741.324711,,
Alert,NU,2013-11-13,513000,1732,3.163857,0.218726996,0.616382,0.447751,0.033325411,0.10317,,,0.020207274,,,0.013117606,,,2480.014623,,
Alert,NU,2013-11-19,514860,1786,2.269748,0.201347447,0.582679,0.463278,0.033775088,0.102045,,,0.018009118,,,0.013246699,,,1424.763908,,
Alert,NU,2013-11-25,608280,2070,2.761945,0.174539345,0.470304,0.945847,0.04847349,0.091,,,0.019178712,,,0.013096958,,,662.2357129,,
Alert,NU,2013-12-02,593700,2056,2.10824,0.149649433,0.424731,0.743653,0.041720141,0.0897,,,0.01586042,,,0.01261011,,,442.0703631,,
Alert,NU,2013-12-09,615480,2125,1.628471,0.123840853,0.363605,0.790438,0.042712073,0.0873,,,0.016743646,,,0.01253721,,,246.2543476,,
Alert,NU,2013-12-16,695820,2459,1.53143,0.105965871,0.29936,0.409694,0.027429357,0.0735,,,0.013552043,,,0.008928283,,,109.704315,,
Alert,NU,2013-12-24,600720,2239,1.609605,0.108901118,0.284145,1.032616,0.049963292,0.0859,,,0.016364772,,,0.011520394,,,67.75567184,,
Alert,NU,2013-12-31,529500,1935,1.851108,0.112520808,0.31526,1.069802,0.053458798,0.0951,,,0.018439791,,,0.013089288,,,48.412005,,
Alert,NU,2014-01-06,759960,2662,2.430624184,0.117620304,0.205419332,0.218431039,0.018946139,0.066942053,,,0.012765125,,,0.00929884,,,19.42008628,,
Alert,NU,2014-01-15,433200,1549,2.719915283,0.148126731,0.316774613,0.184609807,0.022836933,0.113917348,,,0.019912485,,,0.014707562,,,18.3184835,,
Alert,NU,2014-01-20,610680,2202,1.277471289,0.081401355,0.214778073,0.320537792,0.025597252,0.084008037,,,0.015908673,,,0.012509204,,,7.494447183,,
Alert,NU,2014-01-27,608820,2188,0.732397467,0.062121237,0.195211974,0.111494576,0.015530288,0.080438609,,,0.015158398,,,0.01243544,,,4.733440194,,
Alert,NU,2014-02-03,589740,2102,0.920584199,0.065703462,0.181298412,0.457932448,0.030572011,0.08422768,,,0.014627814,,,0.012250634,,,2.849651402,,
Alert,NU,2014-02-10,606540,17090,0.31341416,0.035538652,0.137790273,0.056446839,0.004203066,0.013329115,,,0.002944238,,,0.001356667,,,54581.09982,,
Alert,NU,2014-02-17,609060,2191,2.663638694,0.187818525,0.531642569,0.54809474,0.032796563,0.066345591,,,0.013934659,,,0.012968073,,,4311.534094,,
Alert,NU,2014-02-24,593640,2074,2.829791856,0.189243009,0.527185496,0.814352002,0.042847875,0.070190371,,,0.016058893,,,0.013616993,,,2760.632333,,
Alert,NU,2014-03-03,610200,1988,2.675206541,0.182025791,0.491368619,0.56678518,0.034845502,0.073995131,,,0.018114417,,,0.014846381,,,1649.256964,,
Alert,NU,2014-03-10,603480,2062,2.81691372,0.176988435,0.422907355,1.083469769,0.051956531,0.073243526,,,0.014628458,,,0.013377966,,,857.1480973,,
Alert,NU,2014-03-17,606900,2079,2.557878317,0.152307393,0.395299854,0.885938479,0.045470307,0.073429289,,,0.01460336,,,0.013676065,,,477.8255004,,
Alert,NU,2014-03-24,593580,1980,2.383343595,0.15057492,0.392123454,0.593399471,0.035846087,0.074241815,,,0.016653882,,,0.012801307,,,326.1226272,,
Alert,NU,2014-03-31,608640,2086,3.301218114,0.169678209,0.337117756,0.540372704,0.033109931,0.071410315,,,0.015667406,,,0.01335095,,,171.6010711,,
Alert,NU,2014-04-07,690420,2265,2.716229875,0.145382136,0.282975197,0.610913516,0.034602796,0.067651601,,,0.015547069,,,0.012459268,,,87.7711412,,
Alert,NU,2014-04-15,531300,1562,2.955767937,0.167991896,0.377345072,0.457828351,0.03523191,0.097193446,,,0.020866915,,,0.015578805,,,66.93527324,,
Alert,NU,2014-04-21,588960,1854,2.457609298,0.135488056,0.294496721,0.385334224,0.029259348,0.07881585,,,0.01715861,,,0.015491857,,,33.77562932,,
Alert,NU,2014-04-28,611160,1818,3.488174384,0.162984451,0.277716702,0.426797886,0.030966361,0.081956141,,,0.016725509,,,0.016001687,,,18.81489252,,
Alert,NU,2014-05-05,705600,2090,1.740981424,0.09609997,0.221179068,0.228930466,0.021609799,0.070776009,,,0.013865842,,,0.013132661,,,9.457372497,,
Alert,NU,2014-05-13,671100,1879,1.906986324,0.102850542,0.212954646,0.28468758,0.02502744,0.074966884,,,0.014847799,,,0.015916483,,,5.569342781,,
Alert,NU,2014-05-21,528180,1464,1.898662877,0.112212302,0.261855448,0.296226198,0.027617287,0.094216618,,,0.022554526,,,0.019717108,,,3.772256617,,
Alert,NU,2014-05-27,526800,1629,0.830956719,0.068870159,0.21636613,0.107840957,0.016571901,0.088298826,,,0.018025055,,,0.018144358,,,2.015276167,,
Alert,NU,2014-06-02,586380,1884,0.680002293,0.080682822,0.329705517,0.080699638,0.019831058,0.119211225,,,0.022923835,,,0.011666765,,,71.26139492,,
Alert,NU,2014-06-09,614100,1778,2.040301331,0.113807323,0.327830093,,,0.151278648,,,0.022208399,,,0.013343447,,,38.68928631,,
Alert,NU,2014-06-16,604320,1928,0.609552488,0.067574819,0.270210441,,,0.123070863,,,0.021670903,,,0.012202726,,,22.53902132,,
Alert,NU,2014-06-23,595020,1911,,,0.292096409,,,0.128281792,,,0.022693028,,,0.013242461,,,12.90345958,,
Alert,NU,2014-06-30,612000,1962,0.154609321,0.048714793,0.220830126,,,0.118185211,,,0.02111437,,,0.012451884,,,6.74470827,,
Alert,NU,2014-07-07,595860,1880,0.955718939,0.064244014,0.210026284,,,0.130519805,,,0.022362902,,,0.01223467,,,4.242555268,,
Alert,NU,2014-07-14,604860,1821,0.637303614,0.054166338,0.202240647,,,0.134206701,,,0.022547384,,,0.013018077,,,2.425141917,,
Alert,NU,2014-07-21,603840,1849,0.33663307,0.044707976,0.178694635,,,0.13054322,,,0.022355347,,,0.011819786,,,1.344918128,,
Alert,NU,2014-07-28,689520,1454,1.216843943,0.166179048,0.739146748,,,0.185636949,,,0.034528377,,,0.017237003,,,3316.058542,,
Alert,NU,2014-08-05,496800,1508,2.118180267,0.208723178,0.682581287,0.205785856,0.030120303,0.157782762,,,0.031629748,,,0.015159483,,,1827.353829,,
Alert,NU,2014-08-11,606900,1856,2.389283713,0.152573461,0.505288503,0.17487655,0.02513846,0.127060721,,,0.025403026,,,0.013447302,,,861.6608909,,
Alert,NU,2014-08-18,605100,1842,1.711478968,0.152082887,0.492272264,0.255013792,0.028179951,0.129992946,,,0.025975382,,,0.014701236,,,485.6491278,,
Alert,NU,2014-08-25,603480,1845,,,0.41347076,,,0.138556905,,,0.027377972,,,0.013336966,,,286.3956175,,
Alert,NU,2014-09-16,502020,1471,0.35590968,0.098223178,0.405862322,,,0.179287489,,,0.03109425,,,0.017520267,,,59.66809193,,
Alert,NU,2014-09-22,586680,1722,,,0.362161235,,,0.146942243,,,0.026067257,,,0.013755736,,,31.40073593,,
Alert,NU,2014-09-29,613200,1878,0.316284168,0.059236366,0.269148573,,,0.141242594,,,0.024701849,,,0.012971235,,,15.19328423,,
Alert,NU,2014-10-06,605640,1839,2.117616982,0.144864151,0.495863067,0.337658553,0.032017993,0.131853656,,,0.026609466,,,0.013629352,,,892.4737694,,
Alert,NU,2014-10-13,606300,1846,0.774945533,0.10786406,0.477918448,0.25689554,0.030500126,0.138298636,,,0.026196628,,,0.012033318,,,523.2680777,,
Alert,NU,2014-10-20,595500,1790,1.506274063,0.116358812,0.445837294,0.311536762,0.031891224,0.13604662,,,0.025422561,,,0.013297718,,,288.234026,,
Alert,NU,2014-10-27,620400,1875,2.523011807,0.170167307,0.396378665,0.307297707,0.032793628,0.133378816,,,0.026024277,,,0.014114493,,,170.0188956,,
Alert,NU,2014-11-03,598260,1804,2.489740084,0.135970394,0.370584285,0.473289536,0.038453428,0.136666526,,,0.025996766,,,0.01301781,,,94.41976699,,
Alert,NU,2014-11-10,591720,1791,3.631651674,0.156832163,0.351545813,1.293613677,0.069349665,0.139665355,,,0.025825953,,,0.014028832,,,53.59510752,,
Alert,NU,2014-11-17,605220,1781,3.503706599,0.147643381,0.31779682,1.163656783,0.064516856,0.142575068,,,0.025555752,,,0.013783308,,,33.0140574,,
Alert,NU,2014-11-24,693060,1988,3.786723439,0.142552404,0.258501136,0.745574833,0.046723727,0.127164267,,,0.023330536,,,0.011901725,,,15.73822147,,
Alert,NU,2014-12-02,514680,1559,1.856323004,0.104058499,0.308273056,0.582580654,0.045773386,0.156228392,,,0.029381784,,,0.015237443,,,11.82389217,,
Alert,NU,2014-12-08,608100,1851,1.258099671,0.0767853,0.23864736,0.428841698,0.035903249,0.129017567,,,0.023857704,,,0.013184496,,,5.82396072,,
Alert,NU,2014-12-15,605760,1901,1.023952564,0.066513915,0.214382196,0.585271245,0.041556468,0.129950845,,,0.022494507,,,0.013243744,,,3.190664433,,
Alert,NU,2014-12-22,606300,1970,1.244951879,0.068535161,0.189595743,0.623639988,0.042198645,0.122456014,,,0.022800562,,,0.012425029,,,1.695225322,,
Alert,NU,2014-12-29,614280,1903.800049,2.062600816,0.142067825,0.456031471,0.908214523,0.053738514,0.13247799,,,0.024107138,,,0.012425216,,,448.7960286,,
Alert,NU,2015-01-05,590880,1733.800049,1.997978658,0.136080854,0.453975453,0.69918133,0.048007305,0.139740374,,,0.026555442,,,0.014178774,,,290.9263561,,
Alert,NU,2015-01-12,606720,1882.5,1.924650311,0.118662663,0.365292342,0.261250327,0.029072345,0.129273159,,,0.024395098,,,0.013674369,,,150.809512,,
Alert,NU,2015-01-19,604980,1908.800049,2.042489327,0.117752095,0.350907228,1.247349596,0.06632192,0.132953708,,,0.022812478,,,0.012129349,,,84.37067706,,
Alert,NU,2015-01-26,610020,1902.5,2.971839638,0.13696427,0.316848082,0.879536618,0.052730435,0.131545579,,,0.023823115,,,0.012714107,,,52.19452464,,
Alert,NU,2015-02-02,597840,1830,2.634081541,0.126079712,0.308594791,0.881613674,0.053502182,0.136264229,,,0.024742822,0.008842339,0.002902284,0.012949584,,,29.18413625,,
Alert,NU,2015-02-09,603060,1707.5,3.050029974,0.133821232,0.301512846,1.201987828,0.067244844,0.152628092,,,0.025586737,,,0.013803414,,,18.10940863,,
Alert,NU,2015-02-16,618300,1857.5,3.17763727,0.127211697,0.255449748,1.426463029,0.07349284,0.133224716,,,0.023624644,,,0.012469941,,,9.871561454,,
Alert,NU,2015-02-23,595320,1763.800049,2.228364955,0.104087461,0.249965389,0.883878597,0.054481165,0.143545055,,,0.023612271,,,0.013964067,,,6.040288437,,
Alert,NU,2015-03-02,600540,1822.5,2.272024688,0.098692873,0.219108652,0.630969691,0.044071928,0.134746698,,,0.024096654,,,0.013204199,,,3.312711826,,
Alert,NU,2015-03-09,608580,1820,1.552176055,0.079116547,0.206170578,0.878713065,0.053098933,0.133157795,,,0.024222696,,,0.013191214,,,1.838332058,,
